sales_id,date,product_id,units_sold,selling_price,sales_amount
758,2025-03-17,P008,35,10,350
759,2025-03-17,P009,6,136,816
760,2025-03-17,P010,10,20,200
761,2025-03-18,P001,97,26,2522
762,2025-03-18,P002,21,29,609
763,2025-03-18,P003,76,26,1976
764,2025-03-18,P004,48,28,1344
765,2025-03-18,P005,5,135,675
766,2025-03-18,P006,18,96,1728
767,2025-03-18,P007,12,44,528
768,2025-03-18,P008,40,10,400
769,2025-03-18,P009,6,136,816
770,2025-03-18,P010,14,20,280
771,2025-03-19,P001,93,26,2418
772,2025-03-19,P002,19,29,551
773,2025-03-19,P003,63,26,1638
774,2025-03-19,P004,57,28,1596
775,2025-03-19,P005,5,135,675
776,2025-03-19,P006,13,96,1248
777,2025-03-19,P007,15,44,660
778,2025-03-19,P008,43,10,430
779,2025-03-19,P009,6,136,816
780,2025-03-19,P010,9,20,180
781,2025-03-20,P001,99,26,2574
782,2025-03-20,P002,20,29,580
783,2025-03-20,P003,75,26,1950
784,2025-03-20,P004,56,28,1568
785,2025-03-20,P005,4,135,540
786,2025-03-20,P006,18,96,1728
787,2025-03-20,P007,15,44,660
788,2025-03-20,P008,32,10,320
789,2025-03-20,P009,7,136,952
790,2025-03-20,P010,11,20,220
791,2025-03-21,P001,102,26,2652
792,2025-03-21,P002,21,29,609
793,2025-03-21,P003,78,26,2028
794,2025-03-21,P004,64,28,1792
795,2025-03-21,P005,4,135,540
796,2025-03-21,P006,17,96,1632
797,2025-03-21,P007,12,44,528
798,2025-03-21,P008,43,10,430
799,2025-03-21,P009,7,136,952
800,2025-03-21,P010,13,20,260
801,2025-03-22,P001,89,26,2314
802,2025-03-22,P002,19,29,551
803,2025-03-22,P003,76,26,1976
804,2025-03-22,P004,73,28,2044
805,2025-03-22,P005,4,135,540
806,2025-03-22,P006,16,96,1536
807,2025-03-22,P007,14,44,616
808,2025-03-22,P008,36,10,360
809,2025-03-22,P009,7,136,952
810,2025-03-22,P010,13,20,260
811,2025-03-23,P001,94,26,2444
812,2025-03-23,P002,19,29,551
813,2025-03-23,P003,67,26,1742
814,2025-03-23,P004,59,28,1652
815,2025-03-23,P005,5,135,675
816,2025-03-23,P006,16,96,1536
817,2025-03-23,P007,15,44,660
818,2025-03-23,P008,26,10,260
819,2025-03-23,P009,7,136,952
820,2025-03-23,P010,11,20,220
821,2025-03-24,P001,99,26,2574
822,2025-03-24,P002,20,29,580
823,2025-03-24,P003,74,26,1924
824,2025-03-24,P004,63,28,1764
825,2025-03-24,P005,5,135,675
826,2025-03-24,P006,15,96,1440
827,2025-03-24,P007,10,44,440
828,2025-03-24,P008,37,10,370
829,2025-03-24,P009,7,136,952
830,2025-03-24,P010,14,20,280
831,2025-03-25,P001,101,26,2626
832,2025-03-25,P002,20,29,580
833,2025-03-25,P003,71,26,1846
834,2025-03-25,P004,54,28,1512
835,2025-03-25,P005,5,135,675
836,2025-03-25,P006,15,96,1440
837,2025-03-25,P007,13,44,572
838,2025-03-25,P008,31,10,310
839,2025-03-25,P009,6,136,816
840,2025-03-25,P010,14,20,280
841,2025-03-26,P001,86,26,2236
842,2025-03-26,P002,22,29,638
843,2025-03-26,P003,74,26,1924
844,2025-03-26,P004,64,28,1792
845,2025-03-26,P005,5,135,675
846,2025-03-26,P006,18,96,1728
847,2025-03-26,P007,12,44,528
848,2025-03-26,P008,34,10,340
849,2025-03-26,P009,7,136,952
850,2025-03-26,P010,13,20,260
851,2025-03-27,P001,101,26,2626
852,2025-03-27,P002,17,29,493
853,2025-03-27,P003,61,26,1586
854,2025-03-27,P004,59,28,1652
855,2025-03-27,P005,5,135,675
856,2025-03-27,P006,19,96,1824
857,2025-03-27,P007,14,44,616
858,2025-03-27,P008,35,10,350
859,2025-03-27,P009,5,136,680
860,2025-03-27,P010,12,20,240
861,2025-03-28,P001,106,26,2756
862,2025-03-28,P002,20,29,580
863,2025-03-28,P003,80,26,2080
864,2025-03-28,P004,72,28,2016
865,2025-03-28,P005,5,135,675
866,2025-03-28,P006,23,96,2208
867,2025-03-28,P007,13,44,572
868,2025-03-28,P008,35,10,350
869,2025-03-28,P009,6,136,816
870,2025-03-28,P010,12,20,240
871,2025-03-29,P001,102,26,2652
872,2025-03-29,P002,23,29,667
873,2025-03-29,P003,72,26,1872
874,2025-03-29,P004,54,28,1512
875,2025-03-29,P005,7,135,945
876,2025-03-29,P006,26,96,2496
877,2025-03-29,P007,13,44,572
878,2025-03-29,P008,45,10,450
879,2025-03-29,P009,6,136,816
880,2025-03-29,P010,13,20,260
881,2025-03-30,P001,92,26,2392
882,2025-03-30,P002,19,29,551
883,2025-03-30,P003,68,26,1768
884,2025-03-30,P004,75,28,2100
885,2025-03-30,P005,7,135,945
886,2025-03-30,P006,27,96,2592
887,2025-03-30,P007,13,44,572
888,2025-03-30,P008,37,10,370
889,2025-03-30,P009,6,136,816
890,2025-03-30,P010,14,20,280
891,2025-03-31,P001,94,26,2444
892,2025-03-31,P002,20,29,580
893,2025-03-31,P003,65,26,1690
894,2025-03-31,P004,64,28,1792
895,2025-03-31,P005,4,135,540
896,2025-03-31,P006,15,96,1440
897,2025-03-31,P007,12,44,528
898,2025-03-31,P008,32,10,320
899,2025-03-31,P009,7,136,952
900,2025-03-31,P010,12,20,240
901,2025-04-01,P001,104,26,2704
902,2025-04-01,P002,19,29,551
903,2025-04-01,P003,81,26,2106
904,2025-04-01,P004,59,28,1652
905,2025-04-01,P005,4,135,540
906,2025-04-01,P006,16,96,1536
907,2025-04-01,P007,13,44,572
908,2025-04-01,P008,40,10,400
909,2025-04-01,P009,5,136,680
910,2025-04-01,P010,12,20,240
911,2025-04-02,P001,90,26,2340
912,2025-04-02,P002,23,29,667
913,2025-04-02,P003,66,26,1716
914,2025-04-02,P004,63,28,1764
915,2025-04-02,P005,5,135,675
916,2025-04-02,P006,15,96,1440
917,2025-04-02,P007,13,44,572
918,2025-04-02,P008,38,10,380
919,2025-04-02,P009,7,136,952
920,2025-04-02,P010,13,20,260
921,2025-04-03,P001,95,26,2470
922,2025-04-03,P002,23,29,667
923,2025-04-03,P003,73,26,1898
924,2025-04-03,P004,65,28,1820
925,2025-04-03,P005,5,135,675
926,2025-04-03,P006,14,96,1344
927,2025-04-03,P007,12,44,528
928,2025-04-03,P008,38,10,380
929,2025-04-03,P009,7,136,952
930,2025-04-03,P010,9,20,180
931,2025-04-04,P001,85,26,2210
932,2025-04-04,P002,22,29,638
933,2025-04-04,P003,64,26,1664
934,2025-04-04,P004,42,28,1176
935,2025-04-04,P005,5,135,675
936,2025-04-04,P006,19,96,1824
937,2025-04-04,P007,13,44,572
938,2025-04-04,P008,36,10,360
939,2025-04-04,P009,7,136,952
940,2025-04-04,P010,7,20,140
941,2025-04-05,P001,104,26,2704
942,2025-04-05,P002,20,29,580
943,2025-04-05,P003,81,26,2106
944,2025-04-05,P004,66,28,1848
945,2025-04-05,P005,4,135,540
946,2025-04-05,P006,15,96,1440
947,2025-04-05,P007,16,44,704
948,2025-04-05,P008,32,10,320
949,2025-04-05,P009,8,136,1088
950,2025-04-05,P010,16,20,320
951,2025-04-06,P001,101,26,2626
952,2025-04-06,P002,24,29,696
953,2025-04-06,P003,84,26,2184
954,2025-04-06,P004,68,28,1904
955,2025-04-06,P005,4,135,540
956,2025-04-06,P006,21,96,2016
957,2025-04-06,P007,11,44,484
958,2025-04-06,P008,39,10,390
959,2025-04-06,P009,7,136,952
960,2025-04-06,P010,14,20,280
961,2025-04-07,P001,95,26,2470
962,2025-04-07,P002,21,29,609
963,2025-04-07,P003,77,26,2002
964,2025-04-07,P004,66,28,1848
965,2025-04-07,P005,4,135,540
966,2025-04-07,P006,14,96,1344
967,2025-04-07,P007,10,44,440
968,2025-04-07,P008,43,10,430
969,2025-04-07,P009,7,136,952
970,2025-04-07,P010,14,20,280
971,2025-04-08,P001,83,26,2158
972,2025-04-08,P002,17,29,493
973,2025-04-08,P003,77,26,2002
974,2025-04-08,P004,65,28,1820
975,2025-04-08,P005,4,135,540
976,2025-04-08,P006,15,96,1440
977,2025-04-08,P007,11,44,484
978,2025-04-08,P008,44,10,440
979,2025-04-08,P009,6,136,816
980,2025-04-08,P010,11,20,220
981,2025-04-09,P001,80,26,2080
982,2025-04-09,P002,23,29,667
983,2025-04-09,P003,63,26,1638
984,2025-04-09,P004,54,28,1512
985,2025-04-09,P005,5,135,675
986,2025-04-09,P006,17,96,1632
987,2025-04-09,P007,14,44,616
988,2025-04-09,P008,35,10,350
989,2025-04-09,P009,7,136,952
990,2025-04-09,P010,9,20,180
991,2025-04-10,P001,88,26,2288
992,2025-04-10,P002,18,29,522
993,2025-04-10,P003,70,26,1820
994,2025-04-10,P004,53,28,1484
995,2025-04-10,P005,5,135,675
996,2025-04-10,P006,12,96,1152
997,2025-04-10,P007,12,44,528
998,2025-04-10,P008,36,10,360
999,2025-04-10,P009,8,136,1088
1000,2025-04-10,P010,14,20,280
1001,2025-04-11,P001,80,26,2080
1002,2025-04-11,P002,22,29,638
1003,2025-04-11,P003,71,26,1846
1004,2025-04-11,P004,67,28,1876
1005,2025-04-11,P005,4,135,540
1006,2025-04-11,P006,15,96,1440
1007,2025-04-11,P007,11,44,484
1008,2025-04-11,P008,31,10,310
1009,2025-04-11,P009,7,136,952
1010,2025-04-11,P010,11,20,220
1011,2025-04-12,P001,100,26,2600
1012,2025-04-12,P002,22,29,638
1013,2025-04-12,P003,76,26,1976
1014,2025-04-12,P004,47,28,1316
1015,2025-04-12,P005,5,135,675
1016,2025-04-12,P006,16,96,1536
1017,2025-04-12,P007,12,44,528
1018,2025-04-12,P008,39,10,390
1019,2025-04-12,P009,6,136,816
1020,2025-04-12,P010,15,20,300
1021,2025-04-13,P001,87,26,2262
1022,2025-04-13,P002,18,29,522
1023,2025-04-13,P003,82,26,2132
1024,2025-04-13,P004,55,28,1540
1025,2025-04-13,P005,4,135,540
1026,2025-04-13,P006,22,96,2112
1027,2025-04-13,P007,11,44,484
1028,2025-04-13,P008,44,10,440
1029,2025-04-13,P009,6,136,816
1030,2025-04-13,P010,10,20,200
1031,2025-04-14,P001,84,26,2184
1032,2025-04-14,P002,18,29,522
1033,2025-04-14,P003,74,26,1924
1034,2025-04-14,P004,44,28,1232
1035,2025-04-14,P005,4,135,540
1036,2025-04-14,P006,17,96,1632
1037,2025-04-14,P007,11,44,484
1038,2025-04-14,P008,34,10,340
1039,2025-04-14,P009,6,136,816
1040,2025-04-14,P010,8,20,160
1041,2025-04-15,P001,97,26,2522
1042,2025-04-15,P002,21,29,609
1043,2025-04-15,P003,76,26,1976
1044,2025-04-15,P004,55,28,1540
1045,2025-04-15,P005,5,135,675
1046,2025-04-15,P006,16,96,1536
1047,2025-04-15,P007,11,44,484
1048,2025-04-15,P008,37,10,370
1049,2025-04-15,P009,8,136,1088
1050,2025-04-15,P010,8,20,160
1051,2025-04-16,P001,98,26,2548
1052,2025-04-16,P002,23,29,667
1053,2025-04-16,P003,71,26,1846
1054,2025-04-16,P004,54,28,1512
1055,2025-04-16,P005,5,135,675
1056,2025-04-16,P006,13,96,1248
1057,2025-04-16,P007,12,44,528
1058,2025-04-16,P008,35,10,350
1059,2025-04-16,P009,7,136,952
1060,2025-04-16,P010,11,20,220
1061,2025-04-17,P001,102,26,2652
1062,2025-04-17,P002,17,29,493
1063,2025-04-17,P003,62,26,1612
1064,2025-04-17,P004,58,28,1624
1065,2025-04-17,P005,4,135,540
1066,2025-04-17,P006,14,96,1344
1067,2025-04-17,P007,13,44,572
1068,2025-04-17,P008,37,10,370
1069,2025-04-17,P009,6,136,816
1070,2025-04-17,P010,15,20,300
1071,2025-04-18,P001,91,26,2366
1072,2025-04-18,P002,20,29,580
1073,2025-04-18,P003,73,26,1898
1074,2025-04-18,P004,46,28,1288
1075,2025-04-18,P005,5,135,675
1076,2025-04-18,P006,18,96,1728
1077,2025-04-18,P007,13,44,572
1078,2025-04-18,P008,41,10,410
1079,2025-04-18,P009,7,136,952
1080,2025-04-18,P010,9,20,180
1081,2025-04-19,P001,94,26,2444
1082,2025-04-19,P002,19,29,551
1083,2025-04-19,P003,70,26,1820
1084,2025-04-19,P004,59,28,1652
1085,2025-04-19,P005,4,135,540
1086,2025-04-19,P006,15,96,1440
1087,2025-04-19,P007,13,44,572
1088,2025-04-19,P008,41,10,410
1089,2025-04-19,P009,6,136,816
1090,2025-04-19,P010,10,20,200
1091,2025-04-20,P001,107,26,2782
1092,2025-04-20,P002,17,29,493
1093,2025-04-20,P003,81,26,2106
1094,2025-04-20,P004,49,28,1372
1095,2025-04-20,P005,4,135,540
1096,2025-04-20,P006,20,96,1920
1097,2025-04-20,P007,15,44,660
1098,2025-04-20,P008,39,10,390
1099,2025-04-20,P009,7,136,952
1100,2025-04-20,P010,13,20,260
1101,2025-04-21,P001,86,26,2236
1102,2025-04-21,P002,18,29,522
1103,2025-04-21,P003,67,26,1742
1104,2025-04-21,P004,60,28,1680
1105,2025-04-21,P005,5,135,675
1106,2025-04-21,P006,18,96,1728
1107,2025-04-21,P007,13,44,572
1108,2025-04-21,P008,44,10,440
1109,2025-04-21,P009,7,136,952
1110,2025-04-21,P010,10,20,200
1111,2025-04-22,P001,93,26,2418
1112,2025-04-22,P002,18,29,522
1113,2025-04-22,P003,74,26,1924
1114,2025-04-22,P004,49,28,1372
1115,2025-04-22,P005,4,135,540
1116,2025-04-22,P006,18,96,1728
1117,2025-04-22,P007,12,44,528
1118,2025-04-22,P008,41,10,410
1119,2025-04-22,P009,7,136,952
1120,2025-04-22,P010,13,20,260
1121,2025-04-23,P001,100,26,2600
1122,2025-04-23,P002,24,29,696
1123,2025-04-23,P003,77,26,2002
1124,2025-04-23,P004,58,28,1624
1125,2025-04-23,P005,5,135,675
1126,2025-04-23,P006,12,96,1152
1127,2025-04-23,P007,14,44,616
1128,2025-04-23,P008,42,10,420
1129,2025-04-23,P009,6,136,816
1130,2025-04-23,P010,9,20,180
1131,2025-04-24,P001,96,26,2496
1132,2025-04-24,P002,19,29,551
1133,2025-04-24,P003,67,26,1742
1134,2025-04-24,P004,44,28,1232
1135,2025-04-24,P005,5,135,675
1136,2025-04-24,P006,16,96,1536
1137,2025-04-24,P007,12,44,528
1138,2025-04-24,P008,31,10,310
1139,2025-04-24,P009,7,136,952
1140,2025-04-24,P010,8,20,160
1141,2025-04-25,P001,97,26,2522
1142,2025-04-25,P002,18,29,522
1143,2025-04-25,P003,69,26,1794
1144,2025-04-25,P004,52,28,1456
1145,2025-04-25,P005,4,135,540
1146,2025-04-25,P006,17,96,1632
1147,2025-04-25,P007,14,44,616
1148,2025-04-25,P008,38,10,380
1149,2025-04-25,P009,5,136,680
1150,2025-04-25,P010,8,20,160
1151,2025-04-26,P001,85,26,2210
1152,2025-04-26,P002,21,29,609
1153,2025-04-26,P003,78,26,2028
1154,2025-04-26,P004,54,28,1512
1155,2025-04-26,P005,5,135,675
1156,2025-04-26,P006,18,96,1728
1157,2025-04-26,P007,13,44,572
1158,2025-04-26,P008,35,10,350
1159,2025-04-26,P009,8,136,1088
1160,2025-04-26,P010,10,20,200
1161,2025-04-27,P001,93,26,2418
1162,2025-04-27,P002,19,29,551
1163,2025-04-27,P003,78,26,2028
1164,2025-04-27,P004,60,28,1680
1165,2025-04-27,P005,5,135,675
1166,2025-04-27,P006,15,96,1440
1167,2025-04-27,P007,13,44,572
1168,2025-04-27,P008,40,10,400
1169,2025-04-27,P009,5,136,680
1170,2025-04-27,P010,11,20,220
1171,2025-04-28,P001,83,26,2158
1172,2025-04-28,P002,18,29,522
1173,2025-04-28,P003,65,26,1690
1174,2025-04-28,P004,51,28,1428
1175,2025-04-28,P005,4,135,540
1176,2025-04-28,P006,17,96,1632
1177,2025-04-28,P007,11,44,484
1178,2025-04-28,P008,35,10,350
1179,2025-04-28,P009,7,136,952
1180,2025-04-28,P010,11,20,220
1181,2025-04-29,P001,100,26,2600
1182,2025-04-29,P002,23,29,667
1183,2025-04-29,P003,62,26,1612
1184,2025-04-29,P004,64,28,1792
1185,2025-04-29,P005,4,135,540
1186,2025-04-29,P006,12,96,1152
1187,2025-04-29,P007,14,44,616
1188,2025-04-29,P008,42,10,420
1189,2025-04-29,P009,7,136,952
1190,2025-04-29,P010,12,20,240
1191,2025-04-30,P001,96,26,2496
1192,2025-04-30,P002,20,29,580
1193,2025-04-30,P003,62,26,1612
1194,2025-04-30,P004,44,28,1232
1195,2025-04-30,P005,4,135,540
1196,2025-04-30,P006,17,96,1632
1197,2025-04-30,P007,13,44,572
1198,2025-04-30,P008,42,10,420
1199,2025-04-30,P009,8,136,1088
1200,2025-04-30,P010,9,20,180
1201,2025-05-01,P001,100,26,2600
1202,2025-05-01,P002,19,29,551
1203,2025-05-01,P003,72,26,1872
1204,2025-05-01,P004,56,28,1568
1205,2025-05-01,P005,4,135,540
1206,2025-05-01,P006,14,96,1344
1207,2025-05-01,P007,12,44,528
1208,2025-05-01,P008,34,10,340
1209,2025-05-01,P009,6,136,816
1210,2025-05-01,P010,11,20,220
1211,2025-05-02,P001,80,26,2080
1212,2025-05-02,P002,21,29,609
1213,2025-05-02,P003,79,26,2054
1214,2025-05-02,P004,52,28,1456
1215,2025-05-02,P005,5,135,675
1216,2025-05-02,P006,18,96,1728
1217,2025-05-02,P007,14,44,616
1218,2025-05-02,P008,32,10,320
1219,2025-05-02,P009,6,136,816
1220,2025-05-02,P010,9,20,180
1221,2025-05-03,P001,98,26,2548
1222,2025-05-03,P002,22,29,638
1223,2025-05-03,P003,77,26,2002
1224,2025-05-03,P004,51,28,1428
1225,2025-05-03,P005,5,135,675
1226,2025-05-03,P006,18,96,1728
1227,2025-05-03,P007,15,44,660
1228,2025-05-03,P008,43,10,430
1229,2025-05-03,P009,7,136,952
1230,2025-05-03,P010,16,20,320
1231,2025-05-04,P001,97,26,2522
1232,2025-05-04,P002,21,29,609
1233,2025-05-04,P003,77,26,2002
1234,2025-05-04,P004,69,28,1932
1235,2025-05-04,P005,5,135,675
1236,2025-05-04,P006,16,96,1536
1237,2025-05-04,P007,11,44,484
1238,2025-05-04,P008,37,10,370
1239,2025-05-04,P009,6,136,816
1240,2025-05-04,P010,11,20,220
1241,2025-05-05,P001,79,26,2054
1242,2025-05-05,P002,21,29,609
1243,2025-05-05,P003,67,26,1742
1244,2025-05-05,P004,54,28,1512
1245,2025-05-05,P005,4,135,540
1246,2025-05-05,P006,18,96,1728
1247,2025-05-05,P007,11,44,484
1248,2025-05-05,P008,42,10,420
1249,2025-05-05,P009,7,136,952
1250,2025-05-05,P010,12,20,240
1251,2025-05-06,P001,91,26,2366
1252,2025-05-06,P002,20,29,580
1253,2025-05-06,P003,72,26,1872
1254,2025-05-06,P004,63,28,1764
1255,2025-05-06,P005,5,135,675
1256,2025-05-06,P006,15,96,1440
1257,2025-05-06,P007,14,44,616
1258,2025-05-06,P008,39,10,390
1259,2025-05-06,P009,6,136,816
1260,2025-05-06,P010,11,20,220
1261,2025-05-07,P001,81,26,2106
1262,2025-05-07,P002,17,29,493
1263,2025-05-07,P003,62,26,1612
1264,2025-05-07,P004,65,28,1820
1265,2025-05-07,P005,4,135,540
1266,2025-05-07,P006,17,96,1632
1267,2025-05-07,P007,13,44,572
1268,2025-05-07,P008,31,10,310
1269,2025-05-07,P009,6,136,816
1270,2025-05-07,P010,11,20,220
1271,2025-05-08,P001,89,26,2314
1272,2025-05-08,P002,21,29,609
1273,2025-05-08,P003,63,26,1638
1274,2025-05-08,P004,52,28,1456
1275,2025-05-08,P005,4,135,540
1276,2025-05-08,P006,15,96,1440
1277,2025-05-08,P007,12,44,528
1278,2025-05-08,P008,38,10,380
1279,2025-05-08,P009,7,136,952
1280,2025-05-08,P010,12,20,240
1281,2025-05-09,P001,79,26,2054
1282,2025-05-09,P002,18,29,522
1283,2025-05-09,P003,74,26,1924
1284,2025-05-09,P004,50,28,1400
1285,2025-05-09,P005,5,135,675
1286,2025-05-09,P006,17,96,1632
1287,2025-05-09,P007,14,44,616
1288,2025-05-09,P008,42,10,420
1289,2025-05-09,P009,6,136,816
1290,2025-05-09,P010,12,20,240
1291,2025-05-10,P001,85,26,2210
1292,2025-05-10,P002,19,29,551
1293,2025-05-10,P003,84,26,2184
1294,2025-05-10,P004,65,28,1820
1295,2025-05-10,P005,4,135,540
1296,2025-05-10,P006,19,96,1824
1297,2025-05-10,P007,16,44,704
1298,2025-05-10,P008,35,10,350
1299,2025-05-10,P009,6,136,816
1300,2025-05-10,P010,15,20,300
1301,2025-05-11,P001,104,26,2704
1302,2025-05-11,P002,22,29,638
1303,2025-05-11,P003,81,26,2106
1304,2025-05-11,P004,66,28,1848
1305,2025-05-11,P005,5,135,675
1306,2025-05-11,P006,19,96,1824
1307,2025-05-11,P007,14,44,616
1308,2025-05-11,P008,37,10,370
1309,2025-05-11,P009,6,136,816
1310,2025-05-11,P010,12,20,240
1311,2025-05-12,P001,82,26,2132
1312,2025-05-12,P002,18,29,522
1313,2025-05-12,P003,80,26,2080
1314,2025-05-12,P004,55,28,1540
1315,2025-05-12,P005,4,135,540
1316,2025-05-12,P006,13,96,1248
1317,2025-05-12,P007,11,44,484
1318,2025-05-12,P008,42,10,420
1319,2025-05-12,P009,5,136,680
1320,2025-05-12,P010,13,20,260
1321,2025-05-13,P001,100,26,2600
1322,2025-05-13,P002,23,29,667
1323,2025-05-13,P003,61,26,1586
1324,2025-05-13,P004,52,28,1456
1325,2025-05-13,P005,5,135,675
1326,2025-05-13,P006,13,96,1248
1327,2025-05-13,P007,12,44,528
1328,2025-05-13,P008,31,10,310
1329,2025-05-13,P009,7,136,952
1330,2025-05-13,P010,13,20,260
1331,2025-05-14,P001,99,26,2574
1332,2025-05-14,P002,18,29,522
1333,2025-05-14,P003,69,26,1794
1334,2025-05-14,P004,53,28,1484
1335,2025-05-14,P005,5,135,675
1336,2025-05-14,P006,14,96,1344
1337,2025-05-14,P007,12,44,528
1338,2025-05-14,P008,33,10,330
1339,2025-05-14,P009,7,136,952
1340,2025-05-14,P010,11,20,220
1341,2025-05-15,P001,91,26,2366
1342,2025-05-15,P002,19,29,551
1343,2025-05-15,P003,77,26,2002
1344,2025-05-15,P004,55,28,1540
1345,2025-05-15,P005,5,135,675
1346,2025-05-15,P006,15,96,1440
1347,2025-05-15,P007,14,44,616
1348,2025-05-15,P008,44,10,440
1349,2025-05-15,P009,6,136,816
1350,2025-05-15,P010,10,20,200
1351,2025-05-16,P001,87,26,2262
1352,2025-05-16,P002,21,29,609
1353,2025-05-16,P003,80,26,2080
1354,2025-05-16,P004,63,28,1764
1355,2025-05-16,P005,5,135,675
1356,2025-05-16,P006,13,96,1248
1357,2025-05-16,P007,11,44,484
1358,2025-05-16,P008,39,10,390
1359,2025-05-16,P009,7,136,952
1360,2025-05-16,P010,12,20,240
1361,2025-05-17,P001,84,26,2184
1362,2025-05-17,P002,23,29,667
1363,2025-05-17,P003,82,26,2132
1364,2025-05-17,P004,49,28,1372
1365,2025-05-17,P005,5,135,675
1366,2025-05-17,P006,17,96,1632
1367,2025-05-17,P007,15,44,660
1368,2025-05-17,P008,27,10,270
1369,2025-05-17,P009,7,136,952
1370,2025-05-17,P010,12,20,240
1371,2025-05-18,P001,87,26,2262
1372,2025-05-18,P002,20,29,580
1373,2025-05-18,P003,71,26,1846
1374,2025-05-18,P004,43,28,1204
1375,2025-05-18,P005,4,135,540
1376,2025-05-18,P006,19,96,1824
1377,2025-05-18,P007,12,44,528
1378,2025-05-18,P008,39,10,390
1379,2025-05-18,P009,6,136,816
1380,2025-05-18,P010,7,20,140
1381,2025-05-19,P001,102,26,2652
1382,2025-05-19,P002,23,29,667
1383,2025-05-19,P003,74,26,1924
1384,2025-05-19,P004,57,28,1596
1385,2025-05-19,P005,4,135,540
1386,2025-05-19,P006,14,96,1344
1387,2025-05-19,P007,14,44,616
1388,2025-05-19,P008,33,10,330
1389,2025-05-19,P009,6,136,816
1390,2025-05-19,P010,9,20,180
1391,2025-05-20,P001,89,26,2314
1392,2025-05-20,P002,17,29,493
1393,2025-05-20,P003,62,26,1612
1394,2025-05-20,P004,45,28,1260
1395,2025-05-20,P005,5,135,675
1396,2025-05-20,P006,16,96,1536
1397,2025-05-20,P007,13,44,572
1398,2025-05-20,P008,31,10,310
1399,2025-05-20,P009,5,136,680
1400,2025-05-20,P010,7,20,140
1401,2025-05-21,P001,85,26,2210
1402,2025-05-21,P002,17,29,493
1403,2025-05-21,P003,69,26,1794
1404,2025-05-21,P004,57,28,1596
1405,2025-05-21,P005,4,135,540
1406,2025-05-21,P006,13,96,1248
1407,2025-05-21,P007,14,44,616
1408,2025-05-21,P008,32,10,320
1409,2025-05-21,P009,5,136,680
1410,2025-05-21,P010,9,20,180
1411,2025-05-22,P001,84,26,2184
1412,2025-05-22,P002,18,29,522
1413,2025-05-22,P003,69,26,1794
1414,2025-05-22,P004,53,28,1484
1415,2025-05-22,P005,4,135,540
1416,2025-05-22,P006,15,96,1440
1417,2025-05-22,P007,13,44,572
1418,2025-05-22,P008,25,10,250
1419,2025-05-22,P009,8,136,1088
1420,2025-05-22,P010,6,20,120
1421,2025-05-23,P001,91,26,2366
1422,2025-05-23,P002,21,29,609
1423,2025-05-23,P003,81,26,2106
1424,2025-05-23,P004,52,28,1456
1425,2025-05-23,P005,4,135,540
1426,2025-05-23,P006,15,96,1440
1427,2025-05-23,P007,13,44,572
1428,2025-05-23,P008,37,10,370
1429,2025-05-23,P009,6,136,816
1430,2025-05-23,P010,6,20,120
1431,2025-05-24,P001,103,26,2678
1432,2025-05-24,P002,19,29,551
1433,2025-05-24,P003,79,26,2054
1434,2025-05-24,P004,58,28,1624
1435,2025-05-24,P005,5,135,675
1436,2025-05-24,P006,20,96,1920
1437,2025-05-24,P007,13,44,572
1438,2025-05-24,P008,26,10,260
1439,2025-05-24,P009,7,136,952
1440,2025-05-24,P010,11,20,220
1441,2025-05-25,P001,86,26,2236
1442,2025-05-25,P002,23,29,667
1443,2025-05-25,P003,73,26,1898
1444,2025-05-25,P004,59,28,1652
1445,2025-05-25,P005,5,135,675
1446,2025-05-25,P006,21,96,2016
1447,2025-05-25,P007,11,44,484
1448,2025-05-25,P008,36,10,360
1449,2025-05-25,P009,7,136,952
1450,2025-05-25,P010,9,20,180
1451,2025-05-26,P001,78,26,2028
1452,2025-05-26,P002,18,29,522
1453,2025-05-26,P003,61,26,1586
1454,2025-05-26,P004,60,28,1680
1455,2025-05-26,P005,5,135,675
1456,2025-05-26,P006,19,96,1824
1457,2025-05-26,P007,13,44,572
1458,2025-05-26,P008,27,10,270
1459,2025-05-26,P009,7,136,952
1460,2025-05-26,P010,7,20,140
1461,2025-05-27,P001,87,26,2262
1462,2025-05-27,P002,23,29,667
1463,2025-05-27,P003,78,26,2028
1464,2025-05-27,P004,47,28,1316
1465,2025-05-27,P005,4,135,540
1466,2025-05-27,P006,15,96,1440
1467,2025-05-27,P007,14,44,616
1468,2025-05-27,P008,34,10,340
1469,2025-05-27,P009,8,136,1088
1470,2025-05-27,P010,8,20,160
1471,2025-05-28,P001,103,26,2678
1472,2025-05-28,P002,20,29,580
1473,2025-05-28,P003,70,26,1820
1474,2025-05-28,P004,60,28,1680
1475,2025-05-28,P005,5,135,675
1476,2025-05-28,P006,17,96,1632
1477,2025-05-28,P007,13,44,572
1478,2025-05-28,P008,25,10,250
1479,2025-05-28,P009,7,136,952
1480,2025-05-28,P010,10,20,200
1481,2025-05-29,P001,92,26,2392
1482,2025-05-29,P002,19,29,551
1483,2025-05-29,P003,62,26,1612
1484,2025-05-29,P004,54,28,1512
1485,2025-05-29,P005,4,135,540
1486,2025-05-29,P006,16,96,1536
1487,2025-05-29,P007,12,44,528
1488,2025-05-29,P008,33,10,330
1489,2025-05-29,P009,6,136,816
